6681, 316240, 1014, 1429435375, 56, 130, 0.0577287, 0.0605058, 0.0458995, 0.0881585, 4.55002e-05, -8.14846e-06, -0.00272113, 0.992843
6683, 316271, 109, 122563735, 56, 160, 0.0988677, 0.105202, 0.0602088, 0.153715, 4.69397e-05, -3.97999e-05, 0.0194616, 0.993371
6710, 316702, 347, 512344728, 56, 130, 0.0660388, 0.063559, -0.039016, 0.333879, -2.10578e-05, 8.89683e-05, -0.0229376, 0.992575
6640, 315703, 515, 515760930, 45, 136, 0.0421646, 0.0464595, 0.0924431, 0.289101, 7.17527e-05, 4.42325e-05, -0.0087662, 0.98724
6654, 315840, 549, 664811335, 56, 148, 0.115435, 0.102856, -0.122295, 0.614327, -4.51896e-05, -0.000118508, 0.0627332, 3.98047e-06
6666, 316114, 1217, 1239372406, 56, 130, 0.051878, 0.0596198, 0.129854, 0.0124644, -1.34373e-05, 8.26229e-06, -0.0136777, 0.987924
6674, 316187, 826, 1129025997, 56, 137, 0.0535692, 0.0555504, 0.0356659, 0.192206, 3.01543e-05, 6.19008e-05, -0.0104858, 0.991391
6675, 316202, 216, 305961374, 45, 130, 0.0770664, 0.0783274, 0.0160989, 0.0177039, -1.47542e-05, 9.54579e-06, 0.00110368, 0.990136
6741, 317182, 399, 516666375, 45, 151, 0.109101, 0.11572, 0.0571945, 0.273482, -4.64271e-05, 6.92776e-05, -0.0061644, 0.979497
6770, 317626, 1172, 1768638253, 56, 136, 0.107917, 0.126759, 0.148647, 0.706471, -0.00012238, 5.88741e-05, -0.0457442, 0.992694
6757, 317392, 971, 1358550322, 56, 137, 0.0713867, 0.0778173, 0.0826373, 0.0676397, 3.97635e-05, -4.4805e-06, 0.00144032, 0.994547
6759, 317438, 133, 210966601, 56, 130, 0.0567494, 0.0598985, 0.0525734, 0.0280374, 1.14351e-05, -2.23048e-05, -0.00819846, 0.992046
6778, 317696, 54, 44156155, 56, 160, 0.0632504, 0.0528978, -0.19571, 0.695792, -5.87936e-05, 0.000118458, -0.00164968, 0
6912, 319524, 874, 1293783607, 56, 145, 0.0913425, 0.0810723, -0.126679, 0.114746, 4.65074e-05, -2.48208e-05, -0.0175419, 0.995282
6912, 319524, 229, 283322135, 56, 154, 0.0621214, 0.0650799, 0.045459, 0.181103, 3.17856e-05, 5.89045e-05, -0.0328808, 0.993749
6912, 319524, 874, 1293783607, 56, 145, 0.0913425, 0.0810723, -0.126679, 0.114746, 4.65074e-05, -2.48208e-05, -0.0175419, 0.995282
