6912, 319524, 874, 1293783607, 56, 145, 0.0913422, 0.0810723, -0.126676, 3.28417, 4.65083e-05, 0.000288432, -0.24668, 0.995585
6929, 319698, 37, 55629903, 56, 150, 0.0808071, 0.0880303, 0.0820536, 1.58637, -4.67235e-06, 0.000201681, -0.189615, 0
6953, 319993, 884, 1377622691, 45, 130, 0.0667461, 0.0693726, 0.0378609, 0.962736, -3.12624e-05, 0.000152766, -0.0836882, 0.990961
7264, 324201, 596, 1164440342, 56, 141, 0.0527003, 0.0521832, -0.00990951, 0.0504593, -2.73707e-05, 2.11517e-05, -0.015677, 0.975727
7264, 324201, 546, 1065392296, 45, 142, 0.046787, 0.0493804, 0.0525195, 1.55447, 2.86752e-05, 0.000194255, -0.0543628, 0.984406
7253, 323997, 141, 269372807, 45, 142, 0.0747604, 0.0784521, 0.047057, 1.58138, -4.7687e-05, 0.000195077, -0.114312, 0.988728
7321, 324980, 2283, 3996083488, 45, 130, 0.0440985, 0.0456445, 0.0338708, 0.140822, -5.43622e-06, 5.84286e-05, -0.0341225, 0.977621
7047, 321167, 129, 192889374, 45, 150, 0.0459492, 0.0478129, 0.0389784, 1.06534, 8.01659e-05, 0.000141284, -0.0454728, 0.991101
7058, 321393, 49, 82752081, 56, 155, 0.0629016, 0.0636109, 0.0111511, 4.29899, 0.00010285, 0.000312947, -0.146032, 0.996471
7135, 322407, 300, 492842375, 45, 151, 0.0475731, 0.0486962, 0.0230634, 0.515085, -8.15863e-06, 0.000112629, -0.0413225, 0.987296
7033, 320936, 93, 137786968, 45, 132, 0.105253, 0.112325, 0.0629547, 2.75976, -4.45016e-05, 0.000265994, -0.230114, 0.994862
7236, 323727, 533, 958577118, 56, 137, 0.0510991, 0.0428949, -0.191262, 0.792332, 0.000137041, -3.04663e-05, -0.0181615, 0.994377
7080, 321732, 696, 1248832801, 45, 139, 0.038117, 0.0417002, 0.0859265, 0.740726, 5.07961e-05, 0.000124973, -0.0213325, 0.973084
7063, 321434, 327, 544905641, 45, 142, 0.0705582, 0.0709673, 0.0057655, 2.44047, 1.32329e-05, 0.000248732, -0.0792446, 0.990615
7037, 321004, 166, 227028958, 45, 148, 0.0814584, 0.0885042, 0.0796088, 2.28359, -3.99065e-05, 0.000238962, -0.135356, 0.994006
7105, 321975, 42, 65316018, 56, 133, 0.103104, 0.0945359, -0.0906341, 9.15551, 1.6321e-05, 0.000491047, -0.308298, 0.995652
7024, 320858, 133, 208232923, 45, 130, 0.0606849, 0.0601322, -0.00919127, 1.5772, 8.53535e-05, 0.000179943, -0.0767079, 0.994086
7083, 321760, 243, 399067746, 45, 132, 0.0383037, 0.0422742, 0.0939234, 0.45619, -9.14983e-07, 0.000105813, -0.0147455, 0.944353
7324, 325000, 330, 611008075, 45, 135, 0.0989391, 0.100279, 0.0133579, 3.72799, 1.61855e-05, 0.000312153, -0.232046, 0.991412
7108, 321990, 367, 646229234, 45, 130, 0.0679219, 0.0733844, 0.0744361, 1.57716, 6.73106e-05, 0.000188197, -0.105195, 0.99312
7131, 322348, 435, 779856469, 56, 149, 0.0793927, 0.0802047, 0.010125, 5.43392, 4.0149e-05, 0.000371453, -0.221207, 0.988089
7024, 320856, 147, 224334378, 56, 130, 0.0640385, 0.0694716, 0.0782057, 4.17312, 0.000113777, 0.00030416, -0.138267, 0.99551
7091, 321831, 553, 974527916, 45, 146, 0.0496174, 0.0512302, 0.0314822, 1.12153, 7.32012e-05, 0.000150079, -0.0397314, 0.994125
7080, 321732, 717, 1287213868, 45, 138, 0.0552045, 0.0563003, 0.0194636, 0.459477, -9.18016e-06, 0.000106574, -0.051709, 0.991388
7024, 320855, 243, 386405323, 45, 139, 0.0754158, 0.0798265, 0.0552537, 1.70326, -3.42679e-05, 0.000205669, -0.131148, 0.993473
5950, 299062, 286, 469959325, 45, 140, 0.0536517, 0.0546109, 0.0175635, 0.308799, 8.75041e-05, 7.71131e-07, -0.00892997, 0.525374
5842, 297100, 354, 621064224, 45, 150, 0.0407811, 0.0400979, -0.0170379, 0.279632, -6.35157e-05, -5.31877e-05, 0.00611264, 0.436723
5849, 297219, 1628, 2531474338, 45, 120, 0.0663309, 0.0678293, 0.0220908, 0.0425424, 2.60844e-05, -1.71191e-05, 0.00241859, 0.525901
5976, 299481, 440, 514514836, 45, 120, 0.0950022, 0.0972932, 0.0235474, 0.0687794, 1.69595e-05, -3.58027e-05, -0.00303248, 0.629717
6053, 300576, 331, 506844112, 56, 140, 0.108525, 0.110151, 0.0147638, 0.535181, -6.89633e-05, 9.56411e-05, -0.0541294, 0.604754
6035, 300284, 718, 931790698, 56, 120, 0.114364, 0.107218, -0.0666453, 0.403394, 2.94922e-05, 9.78021e-05, -0.0505953, 0.61702
5979, 299593, 692, 894806529, 45, 130, 0.0573132, 0.0560753, -0.0220741, 0.0932752, 4.74383e-05, 3.86002e-06, 0.00185059, 0.617128
6046, 300466, 576, 720691584, 56, 120, 0.0604025, 0.0622367, 0.0294722, 0.0224663, -7.64067e-06, -2.0531e-05, 0.00889743, 0.599865
6158, 302225, 775, 672782547, 45, 130, 0.111883, 0.11983, 0.0663145, 0.206012, -5.08792e-05, -5.07148e-05, -0.00402978, 0.618419
6174, 302448, 1432, 1452467634, 45, 120, 0.0478746, 0.0484371, 0.011612, 0.0609112, 3.81476e-05, 2.56116e-06, -0.00164488, 0.613437
6160, 302240, 523, 524845353, 56, 140, 0.0615136, 0.0724746, 0.151239, 0.359902, 9.35815e-05, 1.52181e-05, 0.011659, 0.563541
6171, 302392, 225, 271375315, 56, 150, 0.075888, 0.0792941, 0.0429549, 0.0289494, 2.23223e-05, 1.01383e-05, 0.00124956, 0.564282
6241, 303838, 261, 380144909, 56, 150, 0.0681866, 0.0675946, -0.00875831, 1.52534, 7.98445e-05, -0.000179632, 0.0198318, 0.454718
6275, 304508, 80, 128678573, 56, 130, 0.0449845, 0.0484286, 0.0711166, 0.0361338, 1.31768e-05, 2.59969e-05, 0.00784156, 0.296961
6287, 304738, 559, 951827479, 45, 130, 0.0530516, 0.0543696, 0.0242422, 0.0700597, -5.94513e-06, -4.06291e-05, 0.00192748, 0.0715236
6305, 305204, 1018, 1470862057, 45, 120, 0.0533517, 0.0531456, -0.00387943, 0.243971, 1.13488e-05, -7.68532e-05, 0.00558688, 0.45144
6308, 305252, 122, 152466784, 45, 120, 0.0701912, 0.0727758, 0.0355148, 0.0765878, -3.32678e-05, -2.69171e-05, -0.00137221, 0.451801
6356, 306051, 240, 335743134, 56, 120, 0.0421159, 0.0463183, 0.0907291, 0.0542165, 3.47115e-05, -9.739e-06, 0.00325468, 0.0620392
6314, 305366, 184, 323459188, 45, 130, 0.118157, 0.122669, 0.0367843, 0.519456, 5.17572e-05, 0.000104368, -0.0349736, 0.398428
6362, 306139, 655, 563289668, 45, 120, 0.0589072, 0.0617622, 0.0462247, 0.0200323, -3.97248e-06, 2.01618e-05, -0.00035248, 0.425977
