0.4977680	0.0668902	0.0057580	0.8490624
0.5377680	0.0311519	0.0035419	1.7330046
0.5777680	0.0139432	0.0014162	5.6560260
0.6391980	0.0064224	0.0009718	5.7860669
0.7191980	0.0082697	0.0008570	3.4771778
0.7991980	0.0119981	0.0013481	1.6729173
0.8791980	0.0123165	0.0013306	0.2479206
0.9591980	0.0081300	0.0009456	0.0001210
